epoch,train_loss,val_acc,val_f1,test_acc,test_f1,noisy_test_acc,noisy_test_f1
1,1.9218598787601178,0.21518987341772153,0.050595238095238096,0.21940928270042195,0.05140879881364311,0.21940928270042195,0.05140879881364311
2,1.8692896916316106,0.26582278481012656,0.11361804995970991,0.2489451476793249,0.10547069981032244,0.22784810126582278,0.09758188989881668
3,1.8305992163144624,0.27848101265822783,0.13322586201128322,0.24472573839662448,0.1042672280990038,0.23628691983122363,0.10623962707538388
4,1.8142363612468426,0.270042194092827,0.1173469387755102,0.25738396624472576,0.1074973413683091,0.2489451476793249,0.10351449498368928
5,1.797612502024724,0.19831223628691982,0.12387982893546039,0.189873417721519,0.11449846569898485,0.22362869198312235,0.13248680505181504
6,1.806471389073592,0.29535864978902954,0.155905695611578,0.26582278481012656,0.13359088953933632,0.24472573839662448,0.12706407349264492
7,1.7697341625507061,0.22784810126582278,0.14014103665181488,0.22362869198312235,0.14925509575942328,0.23628691983122363,0.1556764582263111
8,1.7403921439097478,0.2911392405063291,0.16788231048302846,0.2742616033755274,0.1584887324201918,0.2742616033755274,0.16893553186484994
9,1.67843392262092,0.34177215189873417,0.2133204909581498,0.3459915611814346,0.24380945790594796,0.35864978902953587,0.25431540187435575
10,1.58192770756208,0.5274261603375527,0.3838378023017986,0.5443037974683544,0.3883201673960216,0.45569620253164556,0.33014149010826754
11,1.530895554102384,0.5021097046413502,0.3485409379741581,0.5189873417721519,0.3653360911464153,0.4936708860759494,0.3605999876516594
12,1.4648351531762343,0.4810126582278481,0.33470523652752043,0.46835443037974683,0.33626561122669063,0.459915611814346,0.34722017824036794
13,1.4484518353755658,0.4641350210970464,0.3367820883899365,0.4430379746835443,0.3187394079889009,0.4008438818565401,0.28854288441561776
14,1.4245265768124507,0.45569620253164556,0.32774086378737544,0.43037974683544306,0.3130666205790714,0.43037974683544306,0.31134216292242334
15,1.388793028317965,0.4810126582278481,0.32595889833433683,0.5232067510548524,0.37832412142339505,0.46835443037974683,0.3479850810998352
16,1.3953440418610206,0.5021097046413502,0.3291009722618511,0.5274261603375527,0.3498286027697792,0.4767932489451477,0.33208081296224196
17,1.399584921506735,0.43037974683544306,0.27318510717525496,0.43037974683544306,0.288756624175408,0.459915611814346,0.3057083574696621
18,1.4143556952476501,0.5021097046413502,0.35946824118366794,0.5021097046413502,0.3586020159888773,0.48523206751054854,0.3627799281343408
19,1.3741442423600416,0.4936708860759494,0.32574178995289016,0.5316455696202531,0.3547254750262269,0.4978902953586498,0.33974650519321825
20,1.3709679291798518,0.4936708860759494,0.3194737943754361,0.5063291139240507,0.33385815354959053,0.459915611814346,0.3252791374657361
21,1.3773268828025231,0.4810126582278481,0.32462777323256875,0.4978902953586498,0.3359101928306855,0.45147679324894513,0.34011251133188614
22,1.345404721223391,0.510548523206751,0.3804740643662252,0.5316455696202531,0.412676657205763,0.4810126582278481,0.36080520130032506
23,1.3476754197707543,0.4936708860759494,0.322562358276644,0.5485232067510548,0.3641378946256995,0.4641350210970464,0.3144700888581049
24,1.3645336582110479,0.510548523206751,0.3707229079477954,0.5316455696202531,0.38696697041228895,0.5021097046413502,0.36875905809168513
25,1.332650588108943,0.5232067510548524,0.3847178774618966,0.540084388185654,0.4035156872113394,0.4810126582278481,0.3903341848265347
26,1.3372288254591136,0.47257383966244726,0.3263010047901017,0.510548523206751,0.3640639008287878,0.45147679324894513,0.35026689498236546
27,1.333001774090987,0.5189873417721519,0.3786180433239257,0.5569620253164557,0.40812662975366937,0.47257383966244726,0.3712799794948352
28,1.3223856045649602,0.5274261603375527,0.3827630167898072,0.5611814345991561,0.4154239257925893,0.4641350210970464,0.3679840878586994
29,1.3026958795694203,0.510548523206751,0.373848814893591,0.5569620253164557,0.41589830621662444,0.43037974683544306,0.3420560206344178
30,1.2907684674629798,0.5147679324894515,0.39267307143227503,0.5485232067510548,0.4339605372961747,0.31223628691983124,0.23929549031140218
